DST,MOPH
,Pazopanib 400mg
,"Peg Interferon Alfa-2a 135mcg/0.5ml
  "
,Peg Interferon Alfa-2a 180mcg/0.5ml
,Pegfilgrastim 6mg/0.6ml
,"Peginterferon alfa-2a 135mcg
 prefilled syringe  "
,Peginterferon alfa-2a 180mcg prefilled syringe
,Peginterferon alfa-2a 180mcg vial
,Pemetrexed 500mg
,Penicillamine 150mg
,Penicillamine 250mg
,PENICILLIN G BENZATHINE 1.2 MIU
,"PENICILLIN V POTASSIUM 250
 MG / 5 ML  "
,Pentoxifyline 400mg
,Pentoxifyline 400mg
,Peogesterone  8%
,Pepsin 40 mg
,"Perindopril Arginine 2.5mg
  + Indapamide 0.625mg  "
,"Perindopril Arginine 5mg
 + Indapamide 1.25mg  "
,Pertuzumab 420mg/14ml (30mg/ml)
,Phenelyprine 0.12%
,"Pheniramine maleate 3.0mg/ml & naphazoline hydrochloride 0,25mg/ml"
,Pimecrolimus 1%
,"Pinaverium Bromide 100mg
 "
,"Pioglitazone HCl
15 mg/Tablet
  "
,"Pioglitazone HCl
30 mg/Tablet
  "
,Pipemidic Acid 400 mg
,"Piperacilliln/Tazobactam
4.0
 g /0.5 g  "
,"Piperacillin 2gm
Tazobactam
 0.25gm  "
,"Piperacillin 2gm
Tazobactam
 0.25gm  "
,"Piperacillin 4gm
Tazobactam
 0.5gm  "
,"Piperacillin 2gm  Tazobactam
 0.25gm  "
,"Piperacillin 4gm  Tazobactam
 0.5gm  "
,"Piperacillin 4gm
Tazobactam
 0.5gm  "
,"PIRACETAM 200mg/ml
  "
,PIRACETAM 800mg
,Piribedil 50mg
,PIROXICAM 10 MG
,piroxicam 20 mg
,piroxicam 20 mg
,piroxicam 20 mg/ml
,Pizotifen 0.05 mg/ml
,Pizotifen 0.5 mg
,"Pneumococcal polysaccharide
 conjugate vaccine (serotypes
 1, 3, 4, 5, 6A, 6B, 7F, 9V,
 14, 18C, 19A, 19F & 23F)
 "
,"Pneumococcal Polysaccharide
 vaccine conjugate with haemphylus
 Influenza, Diphtheria Toxoid
 and Tetanus Toxoid   "
,Policresulene  90 mg
,"Macrogol 335013.125 g  Sodium
 bicarbonate0.1785 g  Potassium
 chloride0.0466 g  Sodium
 chloride0.3507 g  "
,"Polyethylene Glycol 400 0.4%
 + Propylene Glycol 0.3%
 "
,"Macrogol 335059.000 g  Sodium
 Bicarbonate1.685 g  Potassium
 Chloride0.7425 g  Sodium
 Chloride1.465 g  Anhydrous
 Sodium Sulfate5.685 g  "
,Polyvidone 50 mg/ml
,Polyvidone 50 mg/ml
,Posaconazole40mg/ml
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.225
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.225
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.45
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.45
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.45
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.45
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.45
 %
Dextrose - 5 %  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.9 %
  "
,"Potassium Chloride - 0.15
 %
Sodium Chloride - 0.9 %
  "
,"Potassium Chloride 1.5% W/V
  "
,"Potassium Chloride 1.5% W/V
  "
,"Potassium Chloride 1.5% W/V
  "
,"Potassium Chloride 1.5% W/V
  "
,"Potassium Chloride 1.5% W/V
  "
,"Potassium sodium hydrogen
 citrate 2,5 g(6:6:3:5):2427.7
 mg  "
,"Pramipexole Dihydrochloride
 Monohydrate 0.25mg eq. to
 Pramipexole 0.18mg"
,Pramipexole 0.375mg
,Pramipexole 0.75mg
,Pramipexole 1.5mg
,Pravastatin  20 mg
,Pravastatin  40 mg
,"Pred Forte 1%
              (prednisolone
 acetate 10 mg/ml)  "
,Prednisolone 1.2  MG /  ML
,Prednisolone 10  MG /  ML
,pregabalin 150 mg
,pregabalin 25 mg
,pregabalin 300 mg
,pregabalin 50 mg
,pregabalin 75 mg
,"Prifinium Bromide 30 mg/Tablet
  "
,"Prifinium Bromide
15mg/2ml
  "
,"Prindopril Arginine 10mg
  "
,"Prindopril Arginine 10mg
 + Amlodipine 10mg  "
,"Prindopril Arginine 10mg
 + Amlodipine 5mg  "
,"Prindopril Arginine 5mg
 "
,"Prindopril Arginine 5mg  +
 Amlodipine 10mg  "
,"Prindopril Arginine 5mg  +
 Amlodipine 5mg  "
,"Procyclidine Hydrochloride
 5 mg  "
,Progesterone 200mg
,Progesterone 400mg
,"PROGESTRONE (MICRONIZED)
 100 MG    "
,Promethazine HCl 1mg/ml
,Finasteride 1mg
,"Propofol Intravenous Infusion
 (1% w/v)  "
,"Propofol Intravenous Infusion
 (1% w/v)  "
,Propofol 10mg/ml
,"Propofol, 10 mg/ml (+ EDTA)
  "
,"Propofol, 10 mg/ml (+ EDTA)
  "
,"Propofol, 10 mg/ml (+ EDTA)
  "
,"Propofol, 20 mg/ml (+ EDTA)
  "
,PROPRANOLOL HCL 10 MG
,"Propranolol hydrochloride
 40 mg  "
,Finasteride5mg
,Prucalopride 1mg
,Prucalopride 2mg
,"Pseudoephedrine HCL   ……
  30.0 mg/10 ml
 Bromopheniramine
 Maleate……..   2.0mg /10ml
   "
,"Pseudoephedrine HCl 30mg &
 Chlorpheniramine Maleate2mg
 / 5ml  "
,"Pseudoephedrine hydrochloride
  30mg             Chlorpheniramine
 maleate  2mg
        Paracetamol 500mg
  "
,"Pseudoephedrine Hydrochloride
 60 mg
Chlorphenamine Maleate
 2.5 mg
Paracetamol 250 mg
  "
,"Pyridostigmine Bromide  60mg
  "
,"Quetiapine fumarate, 100 mg"
,"Quetiapine fumarate, 200 mg"
,"Quetiapine fumarate, 200 mg"
,"Quetiapine fumarate, 25 mg  "
,"Quetiapine fumarate, 300 mg"
,"Quetiapine fumarate, 300 mg"
,"Quetiapine fumarate, 400 mg"
,"Quetiapine fumarate, 50 mg"
,Raltegravir 400 mg
,Ramipril 1.25 mg
,Ramipril 10 mg
,RAMIPRIL 10mg
,Ramipril 2.5mg
,RAMIPRIL 2.5mg
,Ramipril 5mg
,RAMIPRIL 5mg
,"Ramipril 10mgHydrochlorothiazide
 12.5mg  "
,"Ramipril 10mgHydrochlorothiazide
 25mg  "
,"Ramipril 5mgHydrochlorothiazide
 12.5mg  "
,Ranibizumab10 mg/ml
,RANITIDINE  HCL 150 MG
,RANITIDINE   HCL 150 MG
,RANITIDIN    HCL 300 MG
,"Ranitidine (as Hydrochloride)

50 mg/ 2 ml  "
,"Ranitidine (as Hydrochloride)

150 mg/Tablet  "
,Ranitidine 150 mg
,Ranitidine 150mg
,Ranitidine 300 mg
,"Epoetin beta 5000 I.U. PFS
  "
,Ranitidine (HCl) 150mg
,Ranitidine (HCl) 75mg
,Ranitidine 150 mg
,Rabeprazole Sodium 20mg
,Rabeprazole Sodium 20mg
,"recombinant activated coagulation
 factor VIIa (rFVIIa) Eptacog
  alfa (activated) 1 mg  "
,"recombinant activated coagulation
 factor VIIa (rFVIIa) Eptacog
  alfa (activated) 2 mg  "
,"recombinant activated coagulation
 factor VIIa (rFVIIa) Eptacog
  alfa (activated) 5 mg  "
,Remifentanil Hcl 1mg
,Remifentanil Hcl 2mg
,"Repaglinide 0.5 mg/tablet
  "
,"Repaglinide 0.5 mg/tablet
  "
,Repaglinide 1 mg/tablet
,Repaglinide 1 mg/tablet
,Repaglinide 2 mg/tablet
,Repaglinide 2 mg/tablet
,Reteplase 10IU
,"rHBV Surface Antigen  10mcg/0.5ml
  "
,"rHBV Surface Antigen 20mcg/1ml
 adult  "
,Rifampicin 150mg
,Rifampicin 300mg
,Rifampicin 300mg
,Rifampicin20mg/ml
,"Ringer's Injection
(Sodium
 Chloride 0.860g  +  Potassium
 Chloride 0.030g + Calcium
 Chloride 2H2O 0.033g /100ml
 Water for injection)  "
,Risperdone 25mg/2ml
,Risperdone37.5mg/2ml
,Risperdone50mg/2ml
,Risperidone 1mg/ml
,Risperidone 1mg
,Risperidone 2mg
,Risperidone 2mg
,Risperidone 3mg
,Risperidone 4mg
,Risperidone 2 mg
,Risperidone 2mg/tablet
,Risperidone 4 mg
,Risperidone 4 mg/tablet
,RITONAVIR 100 MG
,Rituximab 100 mg/10 ml
,Rituximab 500 mg/50 ml
,Rivaroxaban 10 MG
,Rivaroxaban 15 MG
,Rivaroxaban 15 MG
,Rivaroxaban 20 MG
,"Rivastigmine  9.5 mg/24 hour
  "
,"Rivastigmine 4.6 mg/24 hour
  "
,"Ropivacaine hydrochloride,
 10 mg/ml   "
,"Ropivacaine hydrochloride,
 10 mg/ml   "
,"Ropivacaine hydrochloride,
 2 mg/ml  "
,"Ropivacaine hydrochloride,
 2 mg/ml  "
,"Ropivacaine hydrochloride,
 2 mg/ml  "
,"Ropivacaine hydrochloride,
 7.5 mg/ml  "
,"Ropivacaine hydrochloride,
 7.5 mg/ml  "
,"Rosuvastatin (as Rosuvastatin
 Calcium) , 10 mg  "
,"Rosuvastatin (as Rosuvastatin
 Calcium), 20 mg  "
,"Rosuvastatin,(as Rosuvastatin
 Calcium) 40 mg  "
,"Rosuvastatin,(as Rosuvastatin
 Calcium) 5 mg  "
,"Rotavirus Live vaccine ( G1,G2,G3,G4,P1A(8)
 ?2.2 ,2.8,2.2,2,2.3 _ 10?
 IU/DOSE  "
,Roxithromycin 100 mg
,Roxithromycin 150 mg
,Roxithromycin 150mg
,Roxithromycin 150mg
,Roxithromycin 300 mg
,Roxithromycin 300mg
,"Salbutamol 100mcg/inhalation
  "
,Salbutamol 2.0 MG/5ML
,Salbutamol 2mg/5ml
,"Salbutamol sulphate 2 mg
  "
,"Salbutamol sulphate 4 mg
 "
,"Salbutamol Sulphate microfine
 200mcg/accuhalar  "
,"Salbutamol (as Sulphate) 0.1%w/v
 (1mg/ml)  "
,"Salbutamol Sulphate 0.5% (5mg/ml)
  "
,"Salmeterol 25mcg+Fluticasone
 Propionate 125mcg/Dose  "
,"Salmeterol 25mcg+Fluticasone
 Propionate 250mcg/Dose  "
,"Salmeterol 25mcg+Fluticasone
 Propionate 50mcg/Dose  "
,"Salmeterol xinafoate 50mcg
 + Fluticasone Propionate
 100mcg/Dose  "
,"Salmeterol xinafoate 50mcg
 + Fluticasone Propionate
 250mcg/Dose  "
,"Salmeterol xinafoate 50mcg
 + Fluticasone Propionate
 500mcg/Dose  "
,"Saxagliptin2.5mg Anhydrous
 Saxagliptin hydrochloride
 2.79mg eq. to Saxagliptin
 2.5mg "
,Saxagliptin5 mg
,"SAXAGLIPTIN / METFORMIN
  5/500 MG  "
,"SAXAGLIPTIN / METFORMIN 2.5/1000
 MG  "
,"Saxagliptin5mg Anhydrous Saxagliptin
 HCl 5.58mg eq. to Saxagliptin
 5mg Metformin HCl1000mg
 "
,"Standardized senna eq. to
 7.5mg total Sennosides
 "
,Serratiopeptidase 5mg
,Serratiopeptidase 5mg
,Sertraline 100 mg
,Sertraline 50 mg
,Sertraline 50 mg
,sertraline HCl 50 mg
,sertraline HCl 50 mg
,Sevoflurane 100 % V/V
,sildenafil citrate 100 mg
,"sildenafil citrate 25 mg
 "
,"sildenafil citrate 50 mg
 "
,"sildenafil citrate 50 mg
 "
,SILODOSIN 4mg
,SILODOSIN 8mg8mg
,Simethicone 120mg
,Simethicone 125mg
,Simethicone 40mg
,Simethicone 40mg
,Simethicone40mg/1ml
,Simethicone 40mg/ml
,Simethicone 40mg/ml
,SIMVASTATIN 10 MG
,SIMVASTATIN 20 MG
,SIMVASTATIN  40 MG
,Simvastatin  20mg
,Simvastatin 10 mg
,Simvastatin 10 mg
,Simvastatin 10mg
,Simvastatin 20 mg
,Simvastatin 20 mg
,Simvastatin 20mg
,Simvastatin 40 mg
,Simvastatin 40 mg
,"Simvastatin
10 mg/Tablet
 "
,"Simvastatin
20 mg/Tablet
 "
,Simvastatine 10 mg
,Simvastatine 20 mg
,Simvastatine 40 mg
,Sirolimus1mg
,sirolimus 2 mg
,Sitagliptin 100 mg
,Sitagliptin 25 mg
,Sitagliptin 50 mg
,"Sitagliptin 50mg+Metformin
 1000 mg  "
,"Sitagliptin 50mg+Metformin
 500 mg  "
,"Sodium alginate 250 mg
+
 Sodium bicarbonate 106.5mg
    + Calcium Carbonate 187.5mg
   "
,"Sodium alginate 250 mg
+
 Sodium bicarbonate 106.5mg
    + Calcium Carbonate 187.5mg
   "
,"Sodium alginate 250 mg
+
 Sodium bicarbonate 106.5mg
    + Calcium Carbonate 187.5mg
   "
,"Sodium alginate 250 mg
+
 Sodium Hydrogen Carbonate
 133.5mg    + Calcium Carbonate
 80mg   "
,"Sodium alginate 500 mg/10ml

Sodium Hydrogen Carbonate
 267mg/10ml
Calcium Carbonate
 160mg/10ml   "
,"Sodium alginate 500 mg/10mlSodium
 Hydrogen Carbonate 267mg/10mlCalcium
 Carbonate 160mg/10ml   "
,"sodium alginate 500 mg, sodium
 bicarbonate 213 mg and calcium
 carbonate 325 mg) / 10ml
  "
,Sodium Alginate 500mg/10ml + Sodium Bicarbonate 213mg/10ml + Calcium Carbonate 325mg/10ml
,"Sodium Bicarbonate 8.125%
 w/v    "
,"Sodium Bicarbonate 8.4% W/V
  "
,"Sodium Bicarbonate 8.4% W/V
  "
,"Sodium Bicarbonate 8.4% W/V
  "
,"Sodium Bicarbonate 8.4% W/V
  "
,"Sodium Bicarbonate 8.4% W/V
  "
,"Sodium Chloride  0.602035
 %
Potassium Chloride  0.
 00746 %
Calcium Chloride
 Dihydrate  0. 025725 %
Magnesium
 Chloride Hexahydrate  0.
 010165 %
Glacial Acetic
 Acid  0.01803 %   "
,"Sodium Chloride  0.602035
 %
Potassium Chloride  0.
 00746 %
Calcium Chloride
 Dihydrate  0. 025725 %
Magnesium
 Chloride Hexahydrate  0.
 010165 %
Glacial Acetic
 Acid  0.01803 %   "
,"Sodium Chloride  0.602035
 %
Potassium Chloride  0.
 00746 %
Calcium Chloride
 Dihydrate  0. 025725 %
Magnesium
 Chloride Hexahydrate  0.
 010165 %
Glacial Acetic
 Acid  0.01803 %   "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%
  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride - 0.033%
Dextrose
 – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,"Sodium Chloride – 0.86%
Potassium
 Chloride - 0.03%
Calcium
 Chloride dihydrate - 0.033%

Dextrose – 5%  "
,Sodium Chloride  9 mg /ml
,"Sodium Chloride & Glucose
 IV Infusion BP( 0.9 % w/v
 & 5% w/v )  "
,Sodium Chloride 0.225% W/V
,Sodium Chloride 0.225% W/V
,Sodium Chloride 0.225% W/V
,Sodium Chloride 0.225% W/V
,"Sodium Chloride 0.225% W/V
  "
,"Sodium Chloride 0.225% W/V
  "
,"Sodium Chloride 0.225% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium Chloride 0.45% W/V
  "
,"Sodium CHLORIDE0.52 g   ANHYDROUS
 DEXTROSE2.7 g  TRISODIUM
 CITRATE 0.58 g  POTASSIUM
 CHLORIDE 0.30 g  "
,"Sodium CHLORIDE0.52 g   POTASSIUM
 CHLORIDE0.30 g  TRISODIUM
 CITRATE0.58 g   ANHYDROUS
 DEXTROSE 2.7 g  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 00746 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 00746 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 00746 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 1 %
Glacial Acetic Acid 0.01202
 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 1 %
Glacial Acetic Acid 0.01202
 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 02205
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 1 %
Glacial Acetic Acid 0.01202
 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 025725
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 025725
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.5845 %
Potassium
 Chloride  0. 01492 %
Calcium
 Chloride Dihydrate 0. 025725
 %
Magnesium Chloride Hexahydrate
 0. 0076238 %
Glucose Anhydrous
 0.1 %
Glacial Acetic Acid
 0.01202 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 00746
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 00746
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 00746
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 018375 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 018375 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 018375 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 02205 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glacial
 Acetic Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glacial
 Acetic Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glacial
 Acetic Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.2 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.2 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 01492
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.2 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 01470 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 01470 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 01470 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.602035 %

Potassium Chloride  0. 02238
 %
Calcium Chloride Dihydrate
 0. 025725 %
Magnesium Chloride
 Hexahydrate 0. 010165 %
Glucose
 Anhydrous 0.1 %
Glacial Acetic
 Acid 0.01785 %  "
,"Sodium Chloride 0.64 %
Sodium
 acetate 0.39 %
Tri-Sodium
 citrate 0.17 %
Potassium
 Chloride USP 0.075 %
Calcium
 Chloride Dihydrate 0.048
 %
Magnesium chloride Hexahydrate
 0.03 %  "
,"Sodium Chloride 0.6430 %
Calcium
 Chloride. 2H2O 0.0176 %
Magnesium
 Chloride.6H2O 0.3253 %
Potassium
 Chloride 0.1193 %  "
